pgChr	pgOrd	pgID	OutgroupAlnPercMean	BahahaTaipingensisF0	BahahaTaipingensisF1	BahahaTaipingensisM0	BahahaTaipingensisM1
18	21827	11141	0.90588462421485	1	1	1	1
18	21828	11142	0.73650573141917	1	1	1	1
18	21829	11143	0.89808417112765	1	1	1	1
18	21831	11144	0.4633821989813	1	0.5	1	1
18	21833	11146	0.6118327893854	1	1	1	1
18	21834	11147	0.93981492117836	1	1	1	1
18	21837	11149	0.87457028036525	1	1	1	1
18	21838	11150	0.77047745866763	1	1	1	1
18	21839	11151	0.94363391037702	1	1	1	1
18	21841	11153	0.8488479432746	1	1	1	1
18	21844	11156	0.88527424037028	1	1	1	1
18	21845	11157	0.8466113945686	1	1	1	1
18	21846	11158	0.94106477498904	1	1	1	1
18	21847	11159	0.61578373567861	1	1	1	1
18	21848	11160	0.9979274611399	1	1	1	1
18	21850	11162	0.89467599755727	1	1	1	1
18	21851	11163	0.89361390148384	1	1	1	1
18	21852	11164	0.92926773665072	1	1	1	1
18	21853	11165	0.91466131904461	1	1	1	1
18	21854	11166	0.79140706437528	1	1	1	1
18	21855	11167	0.9083715707409	1	1	1	1
18	21856	11168	0.91245399935116	1	1	1	1
18	21857	11169	0.76176223065129	1	1	1	1
18	21858	11170	0.9189659673157	1	1	1	1
18	21859	11171	0.61183093796195	1	1	1	1
18	21862	11174	0.84239440986729	1	1	1	1
18	21865	11177	0.89282157828123	1	1	1	1
18	21866	11178	0.27320930067951	1	1	1	1
18	21868	11180	0.31103688033898	1	1	1	1
18	21869	11181	0.62480462170817	1	1	1	1
18	21870	11182	0.88596018884824	1	1	1	1
18	21872	11184	0.95764356589758	1	1	1	1
18	21873	11185	0.97934782608696	1	1	1	1
18	21875	11186	0.80941025465681	1	1	1	1
18	21877	11187	0.96044685990338	1	1	1	1
18	21878	11188	0.78638701040417	1	1	1	1
18	21879	11189	0.29424508018445	1	1	1	1
18	21880	11190	0.75583648291941	1	1	1	1
18	21881	11191	0.96930347032373	1	1	1	1
18	21882	11192	0.82115770786846	1	1	1	1
18	21883	11193	0.79417372690806	1	1	1	1
18	21884	11194	0.75823066901768	1	1	1	1
18	21885	11195	0.81792003491057	1	1	1	1
18	21886	11196	0.96305456024649	1	1	1	1
18	21888	11198	0.93509106209204	1	1	1	1
18	21889	11199	0.71501263704167	1	1	1	1
18	21891	11201	0.76904189070033	1	1	1	1
18	21892	11202	0.61151442012593	1	1	1	1
18	21894	11204	0.8904501174592	1	1	1	1
18	21895	11205	0.79837116568186	1	1	1	1
18	21896	11206	0.89964654374604	1	1	1	1
18	21897	11207	0.8684719783478	1	1	1	1
18	21901	11211	0.90862303121444	1	1	1	1
18	21902	11212	0.85136196718454	1	1	1	1
18	21903	11213	0.95752287546193	1	1	1	1
18	21904	11214	0.86390394509042	1	1	1	1
18	21908	11218	0.85178978031552	1	1	1	1
18	21909	11219	0.67283780062107	1	1	1	1
18	21910	11220	0.9900293255132	1	1	1	1
18	21911	11221	0.73292388142014	1	1	1	1
18	21912	11222	0.96504019427284	1	1	1	1
18	21913	11223	0.98037356865217	1	1	1	1
18	21916	11226	0.79316930780563	1	1	1	1
18	21918	11227	0.98330606457243	1	1	1	1
18	21919	11228	0.99183006535948	1	1	1	1
18	21921	11230	0.7726648817275	1	1	1	1
18	21922	11231	0.86390309984046	1	1	1	1
18	21926	11235	0.75856398852275	1	1	1	1
18	21928	11237	0.72676558396066	1	1	1	1
18	21929	11238	0.89818550324536	1	1	1	1
18	21930	11239	0.85795471083761	1	1	1	1
18	21931	11240	0.94060473964729	1	1	1	1
18	21932	11241	0.96170077471548	1	1	1	1
18	21933	11242	0.80373228324779	1	1	1	1
18	21934	11243	0.88987926750991	1	1	1	1
18	21935	11244	0.77146328697549	1	1	1	1
18	21936	11245	0.92590204797785	1	1	1	1
18	21937	11246	0.79632813774761	1	1	1	1
18	21938	11247	0.89361788617886	1	1	1	1
18	21939	11248	0.82711511830077	1	1	1	1
18	21940	11249	0.60572814096199	1	1	1	1
18	21944	11252	0.94016393442623	1	1	1	1
18	21945	11253	0.68967667702573	1	1	1	1
18	21946	11254	0.76450774880686	1	1	1	1
18	21948	11256	0.74756335591824	1	1	1	1
18	21950	11257	0.91255454169952	1	1	1	1
18	21952	11259	0.88129753949892	1	1	1	1
18	21954	11261	0.87783904396855	1	1	1	1
18	21955	11262	0.78263947107811	1	1	1	1
18	21957	11263	0.88506727162454	1	1	1	1
18	21958	11264	0.81683676879845	1	1	1	1
18	21959	11265	0.90031254367046	1	1	1	1
18	21960	11266	0.8846354777317	1	1	1	1
18	21961	11267	0.95254858819215	1	1	1	1
18	21962	11268	0.85195812140337	1	1	1	1
18	21963	11269	0.82267956475104	1	1	1	1
18	21964	11270	0.90449037939694	1	1	1	1
18	21965	11271	0.90068368972117	1	1	1	1
18	21966	11272	0.90476531059834	1	1	1	1
18	21967	11273	0.14455667789001	1	1	1	1
18	21969	11274	0.81246954861697	1	1	1	1
18	21970	11275	0.86793920142623	1	1	1	1
18	21971	11276	0.7933545483351	1	1	1	1
18	21972	11277	0.79639034003563	1	1	1	1
18	21973	11278	0.68386272729849	1	1	1	1
18	21976	11281	0.89935938986691	1	1	1	1
18	21977	11282	0.98169014084507	1	1	1	1
18	21978	11283	0.7889667736646	1	1	1	1
18	21980	11285	0.91587236070357	1	1	1	1
18	21981	11286	0.73617726789333	1	1	1	1
18	21982	11287	0.89427617389988	1	1	1	1
18	21983	11288	0.92794841995625	1	1	1	1
18	21984	11289	0.73726222131938	1	1	1	1
18	21985	11290	0.88861364197266	1	1	1	1
18	21986	11291	0.82710582759245	1	1	1	1
18	21987	11292	0.75120057182018	1	1	1	1
18	21988	11293	0.78832423476851	1	1	1	1
18	21990	11295	0.79856597683002	1	1	1	1
18	21991	11296	0.78900149045088	1	1	1	1
18	21992	11297	0.80648344529297	1	1	1	1
18	21993	11298	0.64664384450569	1	1	1	1
18	21995	11300	0.72322751543801	1	1	1	1
18	21997	11301	0.85411596309848	1	1	1	1
18	21998	11302	0.68210056454116	1	1	1	1
18	21999	11303	0.90401588963361	1	1	1	1
18	22001	11305	0.87876862094542	1	1	1	1
18	22002	11306	0.74708941753676	1	1	1	1
18	22003	11307	0.91280381643486	1	1	1	1
18	22004	11308	0.78045366113718	1	1	1	1
18	22005	11309	0.84495667539059	1	1	1	1
18	22009	11312	0.64537956685367	1	1	1	1
18	22010	11313	0.79235254219732	1	1	1	1
18	22011	11314	0.76803168048263	1	1	1	1
18	22012	11315	0.83905524112737	1	1	1	1
18	22013	11316	0.90307609674501	1	1	1	1
18	22014	11317	0.78021161858304	1	1	1	1
18	22015	11318	0.95412030461966	1	1	1	1
18	22016	11319	0.87829024987594	1	1	1	1
18	22017	11320	0.89321971799372	1	1	1	1
18	22018	11321	0.85150806712254	1	1	1	1
18	22019	11322	0.7412748089244	1	1	1	1
18	22020	11323	0.91739772384589	1	1	1	1
18	22021	11324	0.77026521653192	1	1	1	1
18	22022	11325	0.86487789216348	1	1	1	1
18	22023	11326	0.87253598450863	1	1	1	1
18	22024	11327	0.90733997423444	1	1	1	1
18	22025	11328	0.63682196432623	1	1	1	1
18	22026	11329	0.96891951033587	1	1	1	1
18	22027	11330	0.88392765414494	1	1	1	1
18	22028	11331	0.83221306677035	1	1	1	1
18	22029	11332	0.86713408036764	1	1	1	1
18	22031	11334	0.98245551799452	1	1	1	1
18	22033	11336	0.41822303314891	1	1	1	1
18	22035	11337	0.29181158437304	1	1	1	1
18	22037	11339	0.85560835500429	1	1	1	1
18	22038	11340	0.46042046342056	1	1	1	1
18	22039	11341	0.87678010981745	1	1	1	1
18	22040	11342	0.79553765096378	1	1	1	1
18	22041	11343	0.91316582008499	1	1	1	1
18	22042	11344	0.93888099317404	1	1	1	1
18	22043	11345	0.47043540498124	1	1	1	1
18	22044	11346	0.93385073338127	1	1	1	1
18	22045	11347	0.84071250587405	1	1	1	1
18	22047	11349	0.77268722386325	1	1	1	1
18	22048	11350	0.89134797425218	1	1	1	1
18	22049	11351	0.95698924731183	1	1	1	1
18	22050	11352	0.93138625035268	1	1	1	1
18	22052	11354	0.72821750516769	1	1	1	1
18	22053	11355	0.76988458816552	1	1	1	1
18	22054	11356	0.85683025035215	1	1	1	1
18	22055	11357	0.98383233532934	1	1	1	1
18	22056	11358	0.77934532989083	1	1	1	1
18	22058	11360	0.71264794213034	1	1	1	1
18	22059	11361	0.82238129730745	1	1	1	1
18	22060	11362	0.75559600817751	1	1	1	1
18	22061	11363	0.89449181043083	1	1	1	1
18	22062	11364	0.94285714285714	1	1	1	1
18	22063	11365	0.72190868215351	1	1	1	1
18	22064	11366	0.7347955412961	1	1	1	1
18	22065	11367	0.88381871012635	1	1	1	1
18	22066	11368	0.90290411574179	1	1	1	1
18	22067	11369	0.86780928162098	1	1	1	1
18	22069	11371	0.56412050173296	1	1	1	1
18	22070	11372	0.64779999845253	1	1	1	1
18	22071	11373	0.8581147929898	1	1	1	1
18	22072	11374	0.86380872024128	1	1	1	1
18	22074	11376	0.84109509668945	1	1	1	1
18	22075	11377	0.77048201598505	1	1	1	1
18	22076	11378	0.84051548984938	1	1	1	1
18	22077	11379	0.82294300088614	1	1	1	1
18	22078	11380	0.94188230994152	1	1	1	1
18	22079	11381	0.84576851961777	1	1	1	1
18	22080	11382	0.59317473242997	1	1	1	1
18	22081	11383	0.80554649091472	1	1	1	1
18	22082	11384	0.78362412058252	1	1	1	1
18	22083	11385	0.66299811799362	1	1	1	1
18	22084	11386	0.46026523965852	1	1	1	1
18	22085	11387	0.94753129819943	1	1	1	1
18	22086	11388	0.80583302111972	1	1	1	1
18	22087	11389	0.83631866419542	1	1	1	1
18	22088	11390	0.3700061928775	1	1	1	1
18	22089	11391	0.94924951689624	1	1	1	1
18	22090	11392	0.84943208248744	1	1	1	1
18	22092	11394	0.86926540258892	1	1	1	1
18	22093	11395	0.73828650464948	1	1	1	1
18	22094	11396	0.58922220449377	1	1	1	1
18	22095	11397	0.88290659879544	1	1	1	1
18	22096	11398	0.7327521299782	1	1	1	1
18	22097	11399	0.85854128289509	1	1	1	1
18	22098	11400	0.9484490082104	1	1	1	1
18	22101	11402	0.6986764093678	1	1	1	1
18	22104	11403	0.55038855244775	1	1	1	1
18	22105	11404	0.97580196097879	1	1	1	1
18	22106	11405	0.90596453783097	1	1	1	1
18	22107	11406	0.77454425109757	1	1	1	1
18	22108	11407	0.91778320343973	1	1	1	1
18	22109	11408	0.90422924901186	1	1	1	1
18	22110	11409	0.82714019597224	1	1	1	1
18	22112	11411	0.70019358280036	1	1	1	1
18	22114	11413	0.42912947687651	1	1	1	1
18	22118	11416	0.59310235483844	1	1	1	1
18	22120	11417	0.85978297705992	1	1	1	1
18	22122	11419	0.93812585725362	1	1	1	1
18	22123	11420	0.69339008753811	1	1	1	1
18	22125	11422	0.74668003653334	1	1	1	1
18	22132	11427	0.90002494266656	1	1	1	1
18	22135	11430	0.8507076368952	1	1	1	1
18	22136	11431	0.83622056211991	1	1	1	1
18	22137	11432	0.77510557937913	1	1	1	1
18	22138	11433	0.66439824309157	1	1	1	1
18	22141	11436	0.95385526660926	1	1	1	1
18	22145	11440	0.74658689407408	1	1	1	1
18	22146	11441	0.79578126174661	1	1	1	1
18	22147	11442	0.76259506186453	1	1	1	1
18	22148	11443	0.92905299665863	1	1	1	1
18	22149	11444	0.75170915223173	1	1	1	1
18	22150	11445	0.86953852586373	1	1	1	1
18	22151	11446	0.85605366688756	1	1	1	1
18	22152	11447	0.76465049082698	1	1	1	1
18	22153	11448	0.76495542106165	1	1	1	1
18	22154	11449	0.76531005232722	1	1	1	1
18	22155	11450	0.57285316916784	1	1	1	1
18	22157	11451	0.84296760710554	1	1	1	1
18	22158	11452	0.70808714269307	1	1	1	1
18	22159	11453	0.94978171234538	1	1	1	1
18	22160	11454	0.9623046211349	1	1	1	1
18	22161	11455	0.83766210221977	1	1	1	1
18	22162	11456	0.85813171371283	1	1	1	1
18	22163	11457	0.94752424036561	1	1	1	1
18	22164	11458	0.7765111986823	1	1	1	1
18	22167	11460	0.97394287806947	1	1	1	1
18	22168	11461	0.71451483616002	1	1	1	1
18	22169	11462	0.93448802318181	1	1	1	1
18	22170	11463	0.73373828920347	1	1	1	1
18	22172	11465	0.93417666777186	1	1	1	1
18	22173	11466	0.89970963513462	1	1	1	1
18	22174	11467	0.61593600835801	1	1	1	1
18	22175	11468	0.97479103364923	1	1	1	1
18	22177	11470	0.76496250956435	1	1	1	1
18	22179	11472	0.44264911403905	1	1	1	1
18	22181	11473	0.65735585924882	1	1	1	1
18	22188	11474	0.78507758436663	1	1	1	1
18	22189	11475	0.77449194479848	1	1	1	1
18	22191	11476	0.74383934350052	1	1	1	1
18	22222	11481	0.738892402671	1	1	1	1
18	22223	11482	0.78093813547789	1	1	1	1
18	22224	11483	0.9605091332537	1	1	1	1
18	22225	11484	0.8938170134717	1	1	1	1
18	22226	11485	0.93010199287594	1	1	1	1
18	22227	11486	0.81316418618306	1	1	1	1
18	22229	11488	0.16298406718196	1	1	1	1
18	22230	11489	0.90818824006408	1	1	1	1
18	22231	11490	0.66600673924022	1	1	1	1
18	22233	11492	0.60652578571235	1	1	1	1
18	22235	11494	0.77899567269438	1	1	1	1
18	22237	11496	0.72615830957106	1	1	1	1
18	22238	11497	0.84734407724121	1	1	1	1
18	22239	11498	0.73678807036442	1	1	1	1
18	22241	11500	0.73003122291012	1	1	1	1
18	22242	11501	0.82477257340237	1	1	1	1
18	22243	11502	0.68809237168723	1	1	1	1
18	22244	11503	0.54588952057465	1	1	1	1
18	22248	11506	0.66626028797739	1	1	1	1
18	22249	11507	0.48259115433772	1	1	1	1
18	22252	11509	0.87208444706147	1	1	1	1
18	22255	11512	0.58531074522078	1	1	1	1
18	22256	11513	0.83930105981501	1	1	1	1
18	22258	11514	0.63628146068735	1	1	1	1
18	22259	11515	0.92807092609627	1	1	1	1
18	22260	11516	0.98171671165092	1	1	1	1
18	22261	11517	0.87154111060978	1	1	1	1
18	22264	11520	0.78584438786666	1	1	1	1
18	22269	11524	0.66623517914755	1	1	1	1
18	22278	11528	0.49418898652417	1	1	1	1
18	22279	11529	0.60567844564806	1	1	1	1
18	22280	11530	0.61863406341893	1	0.5	1	0.5
18	22289	11537	0.75687593023406	1	0	1	1
18	22291	11539	0.7210435898415	1	0	1	1
18	22292	11540	0.58574852309459	1	0	1	1
18	22297	11542	0.5364201415977	1	0	1	1
18	22302	11547	0.65896099619096	1	1	1	1
18	22305	11550	0.7253192269298	1	1	1	1
18	22306	11551	0.52310655684465	1	1	1	1
18	22307	11552	0.57977311391622	1	1	1	1
18	22308	11553	0.74840795920491	1	1	1	1
18	22309	11554	0.80467684674582	1	1	1	1
18	22311	11556	0.73934689774336	1	1	1	1
18	22312	11557	0.90221384048168	1	1	1	1
18	22313	11558	0.67401579245535	1	1	1	1
18	22315	11560	0.78015389980735	1	1	1	1
18	22316	11561	0.79129604012554	1	1	1	1
18	22317	11562	0.686760914362	1	1	1	1
18	22318	11563	0.68851867728366	1	1	1	1
18	22319	11564	0.78465974864104	1	1	1	1
18	22321	11566	0.31319176629459	1	1	1	1
18	22322	11567	0.31326695988448	1	1	1	1
18	22323	11568	0.23790072330051	1	1	1	1
18	22327	11570	0.42792148226721	1	1	1	1
18	22328	11571	0.59188994701078	1	1	1	1
18	22330	11573	0.76873982983923	1	1	1	1
18	22332	11574	0.30203746840236	1	1	1	1
18	22334	11576	0.88351940457204	1	1	1	1
18	22335	11577	0.48979542622691	1	1	1	1
18	22352	11581	0.6856784630482	1	0	1	1
18	22354	11583	0.67335834303624	1	0	1	1
18	22355	11584	0.52413247621971	1	0	1	1
18	22356	11585	0.6974574998204	1	0	1	1
18	22358	11587	0.81338742328623	1	0	1	1
18	22359	11588	0.59954663489175	1	0	1	1
18	22360	11589	0.97902743054696	1	0	1	1
19	22371	11593	0.84824593913349	1	1	1	1
19	22373	11595	0.635129780602	1	1	1	1
19	22374	11596	0.87147265272265	1	1	1	1
19	22376	11598	0.92245843478938	1	1	1	1
19	22377	11599	0.78764573090758	1	1	1	1
19	22378	11600	0.66771572468411	1	1	1	1
19	22380	11602	0.54320750208611	1	1	1	1
19	22381	11603	0.86535158012071	1	1	1	1
19	22382	11604	0.81325217846552	1	1	1	1
19	22383	11605	0.86597126286653	1	1	1	1
19	22385	11606	0.62731810326362	1	1	1	1
19	22386	11607	0.91155895290992	1	1	1	1
19	22388	11608	0.9034136086233	1	1	1	1
19	22389	11609	0.6645196499889	1	1	1	1
19	22390	11610	0.26458574979287	0	1	1	1
19	22391	11611	0.96370803430082	1	1	1	1
19	22393	11613	0.95979436616171	1	1	1	1
19	22394	11614	0.95480931996845	1	1	1	1
19	22395	11615	0.84940073534726	1	1	1	1
19	22396	11616	0.91037369388268	1	1	1	1
19	22397	11617	0.79569777838744	1	1	1	1
19	22398	11618	0.81793968153229	1	1	1	1
19	22399	11619	0.85792228957327	1	1	1	1
19	22400	11620	0.96800847457627	1	1	1	1
19	22401	11621	0.92601088431458	1	1	1	1
19	22402	11622	0.67623201788364	1	1	1	1
19	22403	11623	0.72804746494067	1	1	1	1
19	22404	11624	0.79789732149465	1	1	1	1
19	22407	11626	0.86408400004035	1	1	1	1
19	22410	11629	0.90849861441357	1	1	1	1
19	22412	11631	0.94937719491862	1	1	1	1
19	22413	11632	0.68788010828241	1	1	1	1
19	22414	11633	0.94284311353232	1	1	1	1
19	22415	11634	0.7820534625615	1	1	1	1
19	22418	11637	0.94822707771952	1	1	1	1
19	22420	11639	0.76595399866108	1	1	1	1
19	22421	11640	0.73050843567583	1	1	1	1
19	22422	11641	0.96243089040923	1	1	1	1
19	22423	11642	0.95210355987055	1	1	1	1
19	22424	11643	0.85077552602997	1	1	1	1
19	22426	11645	0.71630735724264	1	1	1	1
19	22429	11648	0.93325991189427	1	1	1	1
19	22430	11649	0.73990236405246	1	1	1	1
19	22431	11650	0.8805257462433	1	1	1	1
19	22433	11652	0.9979079497908	1	1	1	1
19	22434	11653	0.99673913043478	1	1	1	1
19	22436	11655	0.82437787190221	1	1	1	1
19	22437	11656	0.98176149148184	1	1	1	1
19	22438	11657	0.98008937637191	1	1	1	1
19	22440	11659	0.9768505233626	1	1	1	1
19	22441	11660	0.79716058964319	1	1	1	1
19	22442	11661	0.85485029910177	1	1	1	1
19	22443	11662	0.84894607319153	1	1	1	1
19	22444	11663	0.9045713124955	1	1	1	1
19	22445	11664	0.87912885904603	1	1	1	1
19	22446	11665	0.87037083812945	1	1	1	1
19	22447	11666	0.83724350974045	1	1	1	1
19	22448	11667	0.79308928194096	1	1	1	1
19	22449	11668	0.80291570532157	1	1	1	1
19	22450	11669	0.87800964890925	1	1	1	1
19	22451	11670	0.58770129396719	1	1	1	1
19	22452	11671	0.91230452090794	1	1	1	1
19	22453	11672	0.92973149354651	1	1	1	1
19	22454	11673	0.97816666666667	1	1	1	1
19	22455	11674	0.88932659114254	1	1	1	1
19	22456	11675	0.92448680341685	1	1	1	1
19	22457	11676	0.88762004210654	1	1	1	1
19	22458	11677	0.85753669871948	1	1	1	1
19	22459	11678	0.88557091020487	1	1	1	1
19	22463	11681	0.90927860988928	1	1	1	1
19	22464	11682	0.82391536489681	1	1	1	1
19	22465	11683	0.92028050175248	1	1	1	1
19	22466	11684	0.99049523117135	1	1	1	1
19	22468	11686	0.90484154929577	1	1	1	1
19	22469	11687	0.90323350525496	1	1	1	1
19	22472	11690	0.8157239626952	1	1	1	1
19	22473	11691	0.92167247893054	1	1	1	1
19	22475	11693	0.91983284712429	1	1	1	1
19	22476	11694	0.90824639244384	1	1	1	1
19	22477	11695	0.92480806124567	1	1	1	1
19	22478	11696	0.67549702101335	1	1	1	1
19	22479	11697	0.8244821734683	1	1	1	1
19	22480	11698	0.86450673596424	1	1	1	1
19	22481	11699	0.33540770087079	1	1	1	1
19	22482	11700	0.79022100632299	1	1	1	1
19	22483	11701	0.684321412678	1	1	1	1
19	22484	11702	0.72322316456544	1	1	1	1
19	22485	11703	0.90295310952156	1	1	1	1
19	22489	11706	0.83751266178873	1	1	1	1
19	22496	11713	0.71082840646981	1	1	1	1
19	22497	11714	0.3193549296716	1	1	1	1
19	22499	11716	0.53131280686762	1	1	1	1
19	22500	11717	0.85960779522288	1	1	1	1
19	22502	11718	0.61355833150705	1	1	1	1
19	22503	11719	0.96060486408054	1	1	1	1
19	22504	11720	0.72427766669419	1	1	1	1
19	22505	11721	0.70694336583325	1	1	1	1
19	22506	11722	0.51265867496732	1	1	1	1
19	22507	11723	0.86012758217881	1	1	1	1
19	22509	11725	0.93456397020522	1	1	1	1
19	22510	11726	0.62085474320062	1	1	1	1
19	22511	11727	0.85754359877633	1	1	1	1
19	22512	11728	0.91678362444215	1	1	1	1
19	22513	11729	0.93864109154786	1	1	1	1
19	22514	11730	0.90413972179965	1	1	1	1
19	22515	11731	0.78166067841787	1	1	1	1
19	22516	11732	0.97121804856974	1	1	1	1
19	22517	11733	0.9193247740821	1	1	1	1
19	22518	11734	0.84451207923321	1	1	1	1
19	22519	11735	0.71820744552843	1	1	1	1
19	22526	11738	0.95375035303163	1	1	1	1
19	22528	11740	0.61810863703982	1	0.5	1	1
19	22529	11741	0.96535575363162	1	1	1	1
19	22538	11748	0.74644960104513	1	1	1	1
19	22539	11749	0.81445154842673	1	1	1	1
19	22540	11750	0.89678498377348	1	1	1	1
19	22541	11751	0.87435818394721	1	1	1	1
19	22542	11752	0.74577789121003	1	1	1	1
19	22543	11753	0.52905377347949	1	1	1	1
19	22545	11755	0.20248011344171	1	1	1	1
19	22547	11757	0.15968097815682	1	1	1	1
19	22549	11759	0.77105424765541	1	1	1	1
19	22550	11760	0.90164505690014	1	1	1	1
19	22551	11761	0.74662274027422	1	1	1	1
19	22552	11762	0.90942130294225	1	1	1	1
19	22553	11763	0.727333478021	1	1	1	1
19	22554	11764	0.84272185116101	1	1	1	1
19	22555	11765	0.7891809066617	1	1	1	1
19	22556	11766	0.61523485334454	1	1	1	1
19	22557	11767	0.86807462203172	1	1	1	1
19	22560	11769	0.93831564949212	1	1	1	1
19	22561	11770	0.87218454298072	1	1	1	1
19	22564	11773	0.48182023910652	1	1	1	1
19	22565	11774	0.69841335018757	1	1	1	1
19	22566	11775	0.80672755261386	1	1	1	1
19	22567	11776	0.89956072735307	1	1	1	1
19	22568	11777	0.81452780235413	1	1	1	1
19	22570	11779	0.89566016227074	1	1	1	1
19	22571	11780	0.84238421957202	1	1	1	1
19	22572	11781	0.74378344656123	1	1	1	1
19	22573	11782	0.84422884405857	1	1	1	1
19	22574	11783	0.91009373648694	1	1	1	1
19	22575	11784	0.8715940331462	1	1	1	1
19	22576	11785	0.71807420739305	1	1	1	1
19	22577	11786	0.95985084949416	1	1	1	1
19	22578	11787	0.87333160253415	1	1	1	1
19	22580	11789	0.59741179491071	1	1	1	1
19	22581	11790	0.96783625730994	1	1	1	1
19	22582	11791	0.80661387190097	1	1	1	1
19	22585	11794	0.77162724435108	1	1	1	1
19	22586	11795	0.39679462059998	1	1	1	1
19	22587	11796	0.85686752529869	1	1	1	1
19	22591	11800	0.58183917738311	1	1	1	1
19	22592	11801	0.87372507543242	1	1	1	1
19	22593	11802	0.86252186540863	1	1	1	1
19	22594	11803	0.83461985731679	1	1	1	1
19	22595	11804	0.92479528290206	1	1	1	1
19	22596	11805	0.82971102013711	1	1	1	1
19	22597	11806	0.96173640536723	1	1	1	1
19	22598	11807	0.88685789440611	1	1	1	1
19	22599	11808	0.94277968575694	1	1	1	1
19	22601	11810	0.88408308125978	1	1	1	1
19	22604	11811	0.79903810069552	1	1	1	1
19	22605	11812	0.84366067954261	1	1	1	1
19	22606	11813	0.55784866578265	1	1	1	1
19	22607	11814	0.86537119710187	1	1	1	1
19	22612	11819	0.89685130377901	1	1	1	1
19	22614	11821	0.89914356840832	1	1	1	1
19	22616	11823	0.83951065546552	1	1	1	1
19	22617	11824	0.98988764044944	1	1	1	1
19	22619	11826	0.90410106477549	1	1	1	1
19	22622	11829	0.83829336761779	1	1	1	1
19	22623	11830	0.96584022038567	1	1	1	1
19	22625	11832	0.91465414687264	1	1	1	1
19	22626	11833	0.83172342210518	1	1	1	1
19	22627	11834	0.68839629102787	1	1	1	1
19	22628	11835	0.91409390215446	1	1	1	1
19	22629	11836	0.68318778813751	1	1	1	1
19	22631	11838	0.98078078078078	1	1	1	1
19	22632	11839	0.98016294878328	1	1	1	1
19	22633	11840	0.92284376710233	1	1	1	1
19	22635	11842	0.62836387073755	1	1	1	1
19	22637	11843	0.81939352922377	1	1	1	1
19	22638	11844	0.88377263050869	1	1	1	1
19	22639	11845	0.90992179120296	1	1	1	1
19	22640	11846	0.83980946981689	1	1	1	1
19	22641	11847	0.8822429557176	1	1	1	1
19	22643	11849	0.81544883918968	1	1	1	1
19	22644	11850	0.80273523267131	1	1	1	1
19	22646	11852	0.50084231883454	1	1	1	1
19	22647	11853	0.75479241232646	1	1	1	1
19	22648	11854	0.91582189289598	1	1	1	1
19	22649	11855	0.91705036768095	1	1	1	1
19	22650	11856	0.81833524205084	1	1	1	1
19	22652	11858	0.63558435519135	1	1	1	1
19	22653	11859	0.85128913466843	1	1	1	1
19	22654	11860	0.87768441249644	1	1	1	1
19	22655	11861	0.83431472927916	1	1	1	1
19	22657	11863	0.91094522374287	1	1	1	1
19	22658	11864	0.95285285285285	1	1	1	1
19	22659	11865	0.90777682533844	1	1	1	1
19	22660	11866	0.89545110688231	1	1	1	1
19	22661	11867	0.94308943089431	1	1	1	1
19	22662	11868	0.86418426048612	1	1	1	1
19	22664	11870	0.96942068650929	1	1	1	1
19	22665	11871	0.83503017330917	1	1	1	1
19	22667	11873	0.91519894268317	1	1	1	1
19	22668	11874	0.90073369665599	1	1	1	1
19	22669	11875	0.8880666797578	1	1	1	1
19	22670	11876	0.73579472345356	1	1	1	1
19	22671	11877	0.84511100998274	1	1	1	1
19	22672	11878	0.83895460286007	1	1	1	1
19	22673	11879	0.93753349824778	1	1	1	1
19	22674	11880	0.72023589498891	1	1	1	1
19	22675	11881	0.9115071696766	1	1	1	1
19	22676	11882	0.80191090180738	1	1	1	1
19	22677	11883	0.89001718628336	1	1	1	1
19	22678	11884	0.847655242621	1	1	1	1
19	22679	11885	0.84204664303308	1	1	1	1
19	22682	11886	0.81157830665743	1	1	1	1
19	22683	11887	0.89703561311287	1	1	1	1
19	22684	11888	0.88032445536558	1	1	1	1
19	22685	11889	0.95793640273359	1	1	1	1
19	22687	11891	0.84858083151041	1	1	1	1
19	22688	11892	0.83704486557141	1	1	1	1
19	22689	11893	0.60892657752445	1	1	1	1
19	22690	11894	0.78556647329366	1	1	1	1
19	22691	11895	0.81288278023074	1	1	1	1
19	22692	11896	0.51877925034091	1	1	1	1
19	22694	11898	0.51210372594983	1	1	1	1
19	22695	11899	0.650234436778	1	1	1	1
19	22696	11900	0.99320261437908	1	1	1	1
19	22697	11901	0.80131705731018	1	1	1	1
19	22700	11903	0.80958496768788	1	1	1	1
19	22701	11904	0.9694824482133	1	1	1	1
19	22702	11905	0.77424225265493	1	1	1	1
19	22703	11906	0.84335228926183	1	1	1	1
19	22704	11907	0.88553521521013	1	1	1	1
19	22705	11908	0.79182590259603	1	1	1	1
19	22706	11909	0.77412040272376	1	1	1	1
19	22707	11910	0.77252440681267	1	1	1	1
19	22708	11911	0.86547611862038	1	1	1	1
19	22709	11912	0.83612162204376	1	1	1	1
19	22711	11914	0.86822199184133	1	1	1	1
19	22713	11916	0.98504273504274	1	1	1	1
19	22714	11917	0.98725490196078	1	1	1	1
19	22715	11918	0.72587358366131	1	1	1	1
19	22716	11919	0.90237108323376	1	1	1	1
19	22717	11920	0.81762635646006	1	1	1	1
